,ID,texto,desafio,prepro_text,sentiment
35,714,"Me defino como kirchnerista. Soberania política, independencia económica y justocia social.",12,definir kirchnerista soberania politico independencia economico justocia social,0.007330518944329801
36,713,"Las empresas de transportes no son las mismas que cuando se fundaron.. Ahora están administradas por grupos empresariales que ven esto como un negocio y no como un servicio, además de que no dependen económicamente de si ganan o no con los pasajes.  El transporte de pasajeros es un servicio esencial para los trabajadores por lo tanto debe estar regulado por el estado. ",16,empresa transporte ser mismo fundar ahora administrado grupo empresarial ver negocio servicio ademas depender economicamente si ganar pasaje transporte pasajero ser servicio esencial trabajador deber regulado,0.008515186905554379
37,712,"Los subsidios al transporte público es una lógica que se arrastra desde las privatizaciones de la década de 1990, debería revisarse porque lo único que genera es llenar los bolsillos de unos pocos empresarios.",16,subsidio transporte publico ser logica arrastrar privatizacion decada 1990 deber revisar unico generar ser llenar bolsillo empresario,3.2302198402805917e-07
38,711,"Pienso que el Estado debe tener un rol activo en la resolución de problemas, lo cual incluye por supuesto garantizar el derecho a la alimentación y la salud entre otras cuestiones. Los planes sociales deben ir acompañados de proyectos de inclusión laboral.",15,pensar deber tener rol activo resolucion problema incluir supuesto garantizar derecho alimentacion salud cuestion plan social deber ir acompanado proyecto inclusion laboral,0.051985696692925236
39,710,"De izquierda. Los motivos son programáticos, las ideas que defienden y el horizonte de sociedad al que aspiran.",13,izquierda motivo ser programatico idea defender horizonte sociedad aspirar,6.808430845668763e-13
40,709,Estoy de acuerdo... Es una de las tantas formas que tiene el estado de redistribuir la riqueza,15,acuerdo ser forma tener redistribuir riqueza,0.04446244284101318
41,708,Con partidos de izquierda. En general luchan por los derechos de los trabajadores y no por los privilegios de los empresarios,13,partido izquierda general luchar derecho trabajador privilegio empresario,0.32148723143714664
42,707,"Eva Perón , ideasde avanzada para su época como mujer en espacio política y mirada para las clases bajas",14,eva peron ideasde avanzado epoca mujer espacio politico mirada clase bajo,0.0003853463051547633
44,701,Muy a favor de las ideas que mejoren la situación de la gente q tiene menos ingresos y  oportunidades,12,favor idea mejorar situacion gente q tener menos ingreso oportunidad,4.978298214773375e-10
45,699,Los subsidios deberían aplicarse a los empleados no a las empresas,16,subsidio deber aplicar empleado empresa,0.00048729998156306565
46,698,Cuando no hay igualdad el estado la tiene q procurar ,15,haber igualdad tener q procurar,1.0459204825729502e-05
48,696,De Izquierda pensando en igualar ,13,izquierda pensar igualar,0.001427875482178066
49,695,"Alfonsín, Perón, Evita, Favaloro, Nestor Kirchner",14,alfonsin peron evita favaloro nestor kirchner,3.755801624793864e-18
50,694,"Centro izquierda, creo en la presencia de un Estado fuerte, en los DDHH, en una sociedad inclusiva,  crítica de la sociedad capitslista.creo en el bien común y en lampolítica como herramienta de transformación.",12,centro izquierdo creer presencia fuerte ddhh sociedad inclusivo critica sociedad capitslista creo bien comun lampolitica herramienta transformacion,0.49789225920557484
51,693,Creo que se necesita un mejor control del los subdidios.,16,creer necesitar mejor control subdidios,0.03166905905669012
52,692,Loscplanescsociales deben ser gestionados  distribuídos de otra manera. Tienen que tener dinamismo . Estudiar de que manera se rota hacia puestos de trabajos . Pivotear en los planes y fuenes de trabajo Planificar los planes como medida a mefiano plazo ,15,loscplanescsociales deber ser gestionar distribuido manera tener tener dinamismo estudiar manera rotar hacia puesto trabajo pivotear plan fuen trabajo planificar plan medida mefiano plazo,1.836099984919237e-06
53,691,"Desconozco el trasfondo. La regulación, de todos modos, es relevante.",16,desconocer trasfondo regulacion modos ser relevante,0.0043561662183665825
54,690,"Estoy de acuerdo con los planes sociales, pero creo que el Estado debería dar las herramientas correspondientes para una inserción real en el campo productivo.",15,acuerdo plan social creer deber dar herramienta correspondiente insercion real campo productivo,0.0010034348288454477
55,689,"Izquierda.Especialmente, sensibilidad social, igualdad, lucha por los derechos.",13,izquierda especialmente sensibilidad social igualdad luchar derecho,0.0015300628350397008
56,688,"Partidos de izquierda pq hay coincidencia rwspecto a la mirada de los otros, a la posición del Estado y el mercado",13,partidos izquierda pq haber coincidencia rwspecto mirada posicion mercado,0.15506871554626545
57,687,No tengo referente,14,tener referente,3.3152486164835166e-11
58,686,Creo que el sistema político económico esta en decadencia se deben buscar nuevas formas de organizacion,12,creer sistema politico economico decadencia deber buscar nuevo forma organizacion,2.4969059338949136e-06
59,685,Se debe subsidiar al consumidor que debe viajar por trabajo o necesidad no a la empresa con un criterio lógico basado en el costo de vida,16,deber subsidiar consumidor deber viajar trabajo necesidad empresa criterio logico basado costo vida,4.411496221134028e-09
60,684,Estoy de acuerdo en parte mientras se controle a quien se le otorga y acostumbramiento que esto genere. ,15,acuerdo parte mientras controlar otorgar acostumbramiento generar,0.019918881174444507
61,683,No me siento identificado con ningún partido,13,sentir identificado ninguno partido,0.5575789222491843
62,682,Cristina Fernández.Porque básicamente representa actualmente la única referente política capaz de luchar por la soberanía y de evitar el brutal saqueo y expoliación que desean las apátridas coorporaciones.,14,cristina fernandez basicamente representar actualmente unico referente politico capaz luchar soberania evitar brutal saqueo expoliacion desear apatrida coorporacion,1.6759398697157087e-07
63,681,"Considero que el estado debe intervenir orientando el desarrollo en función de las necesidades de la población, garantizándolos como derechos.",12,considerar deber intervenir orientar desarrollo funcion necesidad poblacion garantizandolo derecho,0.2595643427676501
64,680,"El Estado debe tener mayor control porque la información que muestran las empresas de transporte es muy difusa. Incluso, podría pensarse en que las empresas de transporte sean públicas como en varios países europeos.",16,deber tener mayor control informacion mostrar empresa transporte ser difus incluso poder pensar empresa transporte ser publico varios pais europeo,1.2685796090622225e-09
65,679,Es necesario un Salario Básico Universal. El sistema capitalista 4.0 deja cada vez a más personas excluidas que deben rebuscarsela para subsistir. Los planes sociales no alcanzan para cubrir el salario mínimo vital y móvil. ,15,ser necesario salario basico universal sistema capitalista 4 0 dejar cada vez mas persona excluido deber rebuscarselar subsistir plan social alcanzar cubrir salario minimo vital movil,0.4777573824996294
66,678,"Izquierda.Porque entiendo que las izquierdas luchan por una distribución de la riqueza más justa. Porque consideran que esa injusta distribución es el resultado de la acumulación y apropiación por parte de los sectores dominantes de la fuerza de trabajo de los sectores más pobres.Porque además fueron incorporando otras luchas como aquellas relacionadas a los derechos humanos, igualdad de géneros y la cuestión ambiental. ",13,izquierda entender izquierda luchar distribucion riqueza mas justo considerar injusto distribucion ser resultado acumulacion apropiacion parte sector dominante fuerza trabajo sector mas pobre ademas ser incorporar lucha aquel relacionado derechos humanos igualdad genero cuestion ambiental,6.658932868540102e-08
67,677,nan,14,nan,1.0476208996472045e-17
71,673,Más identificada a partidos de izquierda. En general tienen más en cuenta las problemáticas sociales y defender derechos adquiridos. O derechos que se vulneran por el poder (empresarios e incluso el Estado). ,13,mas identificado partido izquierda general tener mas cuenta problematica social defender derecho adquirido derecho vulnerar poder empresario incluso,0.00022351153018386818
72,672,"De izquierda, la derecha nunca estuvo a favor del trabajador. ",13,izquierda derecha nunca favor trabajador,1.4940330030747957e-05
73,671,Erigiría a la gran Norita Cortiñas porque es una gran luchadora por los DDHH y que aún siendo muy grande sigue representando esa lucha producto de la desaparición de su hijo en la última dictadura. ,14,erigir gran norita cortinas ser gran luchadora ddhh aun ser grande seguir representar lucha producto desaparicion hijo ultimo dictadura,0.00887113238189324
74,670,"Supongo que me representa algo así como la centro izquierda porque, como ya mencioné en la primera pregunta, se acerca más a mi forma de pensar la sociedad, o sea, con ampliación de derechos y mayor igualdad. ",12,suponer representar asi centro izquierdo mencione primero pregunta acercar mas forma pensar sociedad ampliacion derecho mayor igualdad,0.466205168976334
75,669,"Estoy parcialmente de acuerdo con esta frase ya que, por un lado, es necesario que el Ministerio de Transporte regule y controle los medios de transporte público, pero por otro, los subsidios son necesarios. Además, es plata del propio pueblo que hace que podamos acceder a un boleto más barato, de lo contrario es muy difícil para la gente que todos los días viaja a trabajar, para buscar trabajo o estudiar ya que representa una cantidad de dinero importante, sobre todo quienes trabajan o viven en el conurbano y viajan a o desde capital ya que el boleto es muy caro y hay quienes toman más de un transporte. ",16,parcialmente acuerdo frase lado ser necesario ministerio transporte regular controlar medio transporte publico subsidio ser necesario ademas ser plata propio pueblo hacer poder acceder boleto mas barato contrario ser dificil gente dia viajar trabajar buscar trabajo estudiar representar cantidad dinero importante trabajar vivir conurbano viajar capital boleto ser caro haber tomar mas transporte,0.0001179193733324429
76,668,"Estoy de acuerdo con la ayuda del Estado para la gente que no tiene recursos. Sobre todo para cubrir las necesidades básicas como la comida, y también el alquiler ya que es imposible acceder a una vivienda propia. Me parece interesante resaltar, y retomar de la frase, que la gran mayoría de la gente sí desea un trabajo digno pero que aún esforzándose para buscarlo no lo consiguen o si lo hacen es en negro o por contratos temporarios y paupérrimos. ",15,acuerdo ayuda gente tener recurso cubrir necesidad basico comida tambien alquiler ser imposible acceder vivienda propio parecer interesante resaltar retomar frase gran mayoria gente si desear trabajo digno aun esforzar buscar conseguir si hacer ser negro contrato temporario pauperrimo,0.008463954378762496
77,667,"Me siento más identificada con partidos de izquierda porque tienen una visión que se acerca a la concepción de la política que tengo, o sea, a cómo pienso la sociedad. Esto está ligado a la igualdad, acceso a derechos esenciales para los sujetos: educación, salud, DDHH, etc. ",13,sentir mas identificado partido izquierda tener vision acercar concepcion politica tener pensar sociedad ligado igualdad acceso derecho esencial sujeto educacion salud ddhh etc,3.372046846222657e-05
78,666,"Creo que es errada, el estado debe garantizar las fuentes de trabajo. ",15,creer ser errar deber garantizar fuente trabajo,0.01537884003844061
79,665,Me siento mas identificada con partidos de izquierda porque  son partidarios de integrar políticas que fomenten el estado del bienestar,13,sentir mas identificado partido izquierda ser partidario integrar politica fomentar bienestar,5.0254302483293427e-08
80,664,"Gral Jose de San Martin, debemos volver a las bases, al amor por nuestra patria. A las epopeyas que nos hicieron grandes.",14,gral jose san martin deber volver base amor patria epopeya hacer grande,0.49789225920557484
81,663,"Me definiría como liberal. El estado no tiene por que intervenir en el mercado, por lo que hemos vivido hasta ahora en este país, queda demostrado.",12,definir liberal tener intervenir mercado haber vivir ahora pais quedar demostrado,0.07325227918479106
82,662,Estoy de acuerdo,16,acuerdo,1.0668973726869792e-06
83,661,"Estoy de acuerdo que la gente sin recursos debe tener una ayuda, pero esta debe de ser por tiempo limitado hasta conseguir un trabajo. La ayuda debería de ser proporcionada por entes estatales que se deberían encargar de conseguirles un trabajo, no por organizaciones solciales que los usan para financiarse. En cuanto a Salud cualquier persona tiene acceso a Htales publicos y si no tienen recursos para determinados tratamiento asistencia social los consigue.",15,acuerdo gente recurso deber tener ayuda deber ser tiempo limitado conseguir trabajo ayuda deber ser proporcionar ente estatal deber encargar conseguir trabajo organizacion solcial usar financiar cuanto salud cualquiera persona tener acceso htales publico si tener recurso determinado tratamiento asistencia social conseguir,0.3387995858909657
84,660,"Me siento identificado con los partidos de derecha. La izquierda se basa en el resentimiento y el usufructo del esfuerzo de terceros, en igualar hacia abajo. No premia el esfuerzo.",13,sentir identificado partido derecha izquierda basar resentimiento usufructo esfuerzo tercero igualar hacia abajo premiar esfuerzo,8.995340588666746e-07
85,659,No tengo preferencias por ninguna persona en particular.,14,tener preferencia ninguno persona particular,1.7268118765123284e-07
86,658,No me siento identificada con ningún partido político.En materia económica simpatizo con las ideas liberales.,12,sentir identificado ninguno partido politico materia economico simpatizo idea liberal,1.7965755956530111e-06
87,657,"Para todas las empresas que reciben subsidios, supongo que habría que hacer una revisión o un estudio sobre si el precio que cobran es justo no sólo para el pasajero sino también para su supervivencia.El subsidio no lo mantendría, creo que hay que pagar lo que corresponde. Pero sí, me parece bueno mantener el beneficio del boleto estudiantil.",16,empresa recibir subsidio suponer haber hacer revision estudio si precio cobrar ser justo solo pasajero sino tambien supervivencia subsidio mantener creer haber pagar corresponder si parecer bueno mantener beneficio boleto estudiantil,0.0009033950088419138
88,656,"Desde mi perspectiva, es correcto que el Estado ayude a las personas a afrontar los momentos difíciles en materia económica, siempre y cuando haya un plan de acción asociado que tenga la intención de ser una ayuda real (por ej: que las personas que reciben esa ayuda se capaciten en algún oficio para su posterior inserción laboral y que demuestren que han estado buscando trabajo o que den un servicio a cambio) y no que sea propaganda política para sumar votos. A esto, habría que sumarle una transformación en materia educacional y cultural bastante profunda. Por otro lado, la descompresión en materia impositiva para las empresas y, especialmente, las PyMES ayudaría a que haya más inversión, más capacitación y más contratación de personal calificado, por lo que pondría a funcionar el ciclo económico.",15,perspectiva ser correcto ayudar persona afrontar momento dificil materia economico siempre haber plan accion asociado tener intencion ser ayuda real ej persona recibir ayuda capacitar alguno oficio posterior insercion laboral demostrar haber buscar trabajo dar servicio cambio ser propaganda politico sumar voto haber sumar transformacion materia educacional cultural bastante profundo lado descompresion materia impositivo empresa especialmente pymes ayudar haber mas inversion mas capacitacion mas contratacion personal calificado poner funcionar ciclo economico,1.0074696977011958e-05
89,655,"No me siento identificada con ninguno de los dos partidos. Desde mi perspectiva, hay cosas positivas y negativas en ambos extremos; aún no encontré un partido que satisfaga mis expectativas. Supongo que estoy parada en el medio.",13,sentir identificado ninguno dos partido perspectiva haber cosa positivo negativo ambos extremo aun encontrar partido satisfagar expectativa suponer parado medio,0.07697525380910032
90,654,Concuerdo totalmente,16,concuerdir totalmente,0.00034234799378748325
91,653,Me parecen bien pero deberian regularse de manera distinta. ,15,parecer bien deberiar regular manera distinto,5.153282154096099e-06
92,652,"Derecha %100, que se mueran los zurdos! ",13,derecha 100 morir zurdo,1.0333614040423668e-07
93,651,"La verdad nose, la unica persona que se me viene a la mente es Santi Maratea jajaj mas que nada porque no tiene partidos politicos, tiene ideas, sus ideas me gustan, su forma de ayudar tambien y siento que en todo lo que se lo critica no hay razon. Ayuda donde el estado no esta y deberia estar. Muchisimas causas. Toma el trabajo que deberian hacer los politicos y es un pibe. ",14,verdad nose unico persona venir mente ser santi maratea jajaj mas tener partido politico tener idea idea gustar forma ayudar tambien sentir criticar haber razon ayuda deberiar muchisimos causa tomar trabajo deberiar hacer politico ser pibe,1.968077695135857e-12
94,650,"Hoy en dia no me siento interesada en el tema ni en debatir al respecto. Siento que no tenemos control alguno sobre la politica o la economia, sentarse a debatir con una persona sobre esto u opinar o charlar al respecto, enojarse, indignarse o hacerse mala sangre es totalmente inutil. No tenemos ningun control sobre lo que pasa en el pais, el unico momento es cada 4 años donde simplemente votamos a quien creemos que capaz podria representar nuestros ideales pero no lo hacen ni cerca. Sin embargo, no estoy para nada de acuerdo con el gobierno actual, ni el modo en como se plantea la idea de los ricos y los pobres, ni el resentimiento que se genera ni absolutamente nada. Respecto a los partidos de derecha, tampoco me siento de acuerdo con ellos pero siempre es como lo ""menos peor"" porque ya sabemos que con el tipo de gobiernos que son como el actual las cosas van en picada. Y cuando asuma otro gobierno las cosas tambien van a andar mal pero bueno",12,hoy dia sentir interesado tema debatir respecto sentir tener control alguno politica economia sentar debatir persona u opinar charlar respecto enojar indignar hacer malo sangre ser totalmente inutil tener ningun control pasar pais unico momento ser cada 4 ano simplemente votar creer capaz podriar representar ideal hacer cerca embargo acuerdo gobierno actual modo plantear idea rico pobre resentimiento generar absolutamente respecto partido derecha tampoco sentir acuerdo siempre ser menos peor saber tipo gobierno ser actual cosa ir picada asumir gobierno cosa tambien ir andar mal bueno,0.49789225920557484
95,649,"No estoy para nada informada en el tema y desconozco que sucede con las empresas de transporte si se subsidian los boletos. Supongo que es cierto que si no ganan dinero no van a funcionar. Al mismo tiempo como persona que viaja no me molesta que sean subsidiados, si no lo estuvieran tampoco me molestaria pero porque tengo la posibilidad de pagarlo. Pero siendo que para algunas personas el transporte es su medio para el trabajo esta bien. Esta bien pero sin arruinar a la empresa. ",16,informado tema desconocer suceder empresa transporte si subsidiar boleto suponer ser cierto si ganar dinero ir funcionar mismo tiempo persona viajar molestar ser subsidiar si tampoco molestario tener posibilidad pagar ser alguno persona transporte ser medio trabajo bien bien arruinar empresa,0.0033565016472490786
96,648,"Estoy de acuerdo, esta bien que se de una mano a la gente que lo necesita pero también estaria bueno que se les brinden otras cosas, educacion de calidad, oportunidades de trabajo y demas. De todas formas, el hecho de brindar tantos planes sociales indefinidamente termina siendo contraproducente mismo para esas personas. Seria ideal plantear algun tipo de plan de ayuda a las familias que no sea solamente economico, que sea mas integrador y que a estas familias se las tenga en cuenta y que no sea solamente una ayuda economica lo que les brinden nuestros representantes. ",15,acuerdo bien mano gente necesitar tambien estario bueno brindar cosa educacion calidad oportunidad trabajo demas todas forma hecho brindar plan social indefinidamente terminar ser contraproducente mismo persona seria ideal plantear algun tipo plan ayuda familia ser solamente economico ser mas integrador familia tener cuenta ser solamente ayuda economico brindar representante,0.1191020370267205
97,647,Partidos de derecha. Creo que históricamente los partidos considerados de izquierda no han cumplido con los ideales que supuestamente defienden. Sin embargo los de derecha se relacionan más con mi historia familiar y la defensa de esos derechos y el tipo de sociedad en la que deseo vivir. ,13,partidos derecha creer historicamente partido considerado izquierda haber cumplir ideal supuestamente defender embargo derecha relacionar mas historia familiar defensa derecho tipo sociedad desear vivir,0.007501106615981586
98,646,"Nelson Castro. Por su claridad, calidad profesional ",14,nelson castro claridad calidad profesional,0.00033300123129765007
99,645,No puedo definirme ideológicamente en estos términos porque desconozco a qué hace referencia ,12,poder definir ideologicamente termino desconocer hacer referencia,0.04412028694812309
100,644,"No tengo admiración por nadie, pero lo que hace Santi Maratea me parece bueno. ",14,tener admiracion nadie hacer santi maratea parecer bueno,0.059558955620154376
101,643,"Desconozco cómo funciona el subsidio de transporte, por lo que no tengo una opinión formada ",16,desconocer funcionar subsidio transporte tener opinion formado,0.013555443366977135
102,642,Creo que la gente recibió durante tantas generaciones planes sociales que hoy en día es prácticamente imposible cambiar la cultura que se instauró. no comparto la idea de que toda la gente que recibe este tipo de ayuda económica quiera trabajar  ,15,creer gente recibir generacion plan social hoy dia ser practicamente imposible cambiar cultura instaurar compartir idea gente recibir tipo ayuda economico querer trabajar,0.004527106946703075
104,640,"No me siento identificado con ninguno, pero me inclino más por los de derecha. Simplemente porque no comparto las ideas de la izquierda ",13,sentir identificado ninguno inclinar mas derecha simplemente compartir idea izquierda,9.839907830667e-10
106,638,"Los planes sociales no los veo mal, pero están siendo mal usados. Deberían funcionar como un apoyo para la gente que se esfuerza por salir adelante pero hoy en día la gente opta por cobrar planes sociales que a un trabajo",15,plan social ver mal ser mal usado deber funcionar apoyo gente esforzar salir adelante hoy dia gente optar cobrar plan social trabajo,0.00012101439706603697
107,637,"Derecha. Si bien, me gusta la ideología de la izquierda, no ví que funcionará y por eso elijo derecha ",13,derecha si bien gustar ideologia izquierda ver funcionar elegir derecho,0.0073008544227241455
108,636,"Para ser completamente honesta, la mayoría de las “personalidades” de este país son una vergüenza pero si tuviera que elegir me quedaría con Darin por que es un actor espléndido, sumamente inteligente y estoy segura que es de derecha por algunos comentarios que ha hecho en el pasado ",14,ser completamente honesto mayoria personalidad pais ser verguenza si tener elegir quedar darin ser actor esplendido sumamente inteligente seguro ser derecha alguno comentario haber hacer pasado,9.552523018252096e-07
